"repository","url","name","owner","description","language","input_license_spdx_id","input_license_name","input_license_osi_approved","stars","issues","created_at","input_first_commit_at","input_last_commit_at","input_activity_months","input_ai_ml_match_topics","input_row_number","sample_source_sha256","accessibility_http_status","accessible_at_run","current_visibility","current_private","current_fork","current_archived","current_stars","current_open_issues","current_created_at","current_updated_at","current_license_spdx_id","current_license_name","current_metadata_exception","pre_cutoff","pre_commit_sha","pre_commit_date","pre_tree_sha","pre_tree_truncated","pre_document_paths","pre_D1","pre_C1","pre_C2","pre_C3","pre_C4","pre_C5","pre_C6","pre_C7","pre_score","pre_D1_evidence","pre_C1_evidence","pre_C2_evidence","pre_C3_evidence","pre_C4_evidence","pre_C5_evidence","pre_C6_evidence","pre_C7_evidence","pre_classification_note","pre_version_error","post_cutoff","post_commit_sha","post_commit_date","post_tree_sha","post_tree_truncated","post_document_paths","post_D1","post_C1","post_C2","post_C3","post_C4","post_C5","post_C6","post_C7","post_score","post_D1_evidence","post_C1_evidence","post_C2_evidence","post_C3_evidence","post_C4_evidence","post_C5_evidence","post_C6_evidence","post_C7_evidence","post_classification_note","post_version_error","observation"
"dickreuter/Poker","https://github.com/dickreuter/Poker","Poker","dickreuter","Fully functional Pokerbot that works on PartyPoker, PokerStars and GGPoker, scraping tables with Open-CV (adaptable via gui) or neural network and making decisions based on a genetic algorithm and montecarlo simulation for poker equity calculation. Binaries can be downloaded with this link:","Python","GPL-3.0","GNU General Public License v3.0","true","2465","158","2016-03-29T23:58:12Z","2016-09-01T19:40:15Z","2025-06-26T21:29:09Z","105.78","artificial-intelligence","22","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2465","34","2016-03-29T23:58:12Z","2026-09-22T12:07:18Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","ab4b837eff2f8fb49d2fbf973e120931ad331e8c","2018-03-01T13:33:34Z","e6fd637012aad6abb1ae027d82d1662b40395b19","FALSE","","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","cae3a108b6cbf22ed8ef90bc0e70f790346289a4","2025-06-26T21:29:09Z","c0fd8eb31e07b00e34e0b6437c1e3f8f578356af","FALSE","readme.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","pre: nenhum documento candidato recuperado"
"fairlearn/fairlearn","https://github.com/fairlearn/fairlearn","fairlearn","fairlearn","A Python package to assess and improve fairness of machine learning models.","Python","MIT","MIT License","true","2287","525","2018-05-15T01:51:35Z","2018-05-15T01:51:35Z","2026-09-21T20:56:32Z","100.26","artificial-intelligence; machine-learning","23","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2287","123","2018-05-15T01:51:35Z","2026-09-22T10:20:26Z","MIT","MIT License","","2018-05-24T23:59:59Z","27fc57865060434ba047c145ebb17ac8d6b2bbee","2018-05-24T18:28:36Z","dedb84f53f7d93292f5ae3e0e337742949148cab","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","c6e2453bf03d559e306ecd1dd14899d6f8b4fda0","2026-06-26T20:46:46Z","b2a70aa06f958bb9118958017e2f713aa2483b7e","FALSE","README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"TuringLang/Turing.jl","https://github.com/TuringLang/Turing.jl","Turing.jl","TuringLang","Bayesian inference with probabilistic programming.","Julia","MIT","MIT License","true","2256","1279","2016-04-29T10:51:43Z","2016-04-29T10:51:43Z","2026-09-13T09:42:31Z","124.47","artificial-intelligence; machine-learning","24","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","2256","14","2016-04-29T10:51:43Z","2026-09-21T15:15:52Z","MIT","MIT License","","2018-05-24T23:59:59Z","3d6b1c29fe5c42072bfd749c0ae2dd0c1d608d2d","2018-05-24T22:17:43Z","e54fec28ddfa4c2745f30cedf9802cdc0fe6509c","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","cdded58f719820fc57e792383965fb3d15c70199","2026-06-23T02:29:15Z","b30bde72d3c1da1050896e6a9ca09cfb6f61f965","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"jiesutd/NCRFpp","https://github.com/jiesutd/NCRFpp","NCRFpp","jiesutd","NCRF++, a Neural Sequence Labeling Toolkit. Easy use to any sequence labeling tasks (e.g. NER, POS, Segmentation). It includes character LSTM/CNN, word LSTM/CNN and softmax/CRF components. ","Python","Apache-2.0","Apache License 2.0","true","1899","172","2017-12-06T09:04:43Z","2017-12-06T08:40:37Z","2020-11-10T07:42:03Z","35.15","artificial-intelligence; natural-language-processing","25","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1899","12","2017-12-06T09:04:43Z","2026-08-23T04:10:24Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","2302f105a4ed7fd7d651a2f4a8901edd25e67205","2018-05-16T19:42:30Z","3fc632aead105f99d7b462fd1c427366a8c464f4","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","105a53a321eca9c1280037c473967858e01aaa43","2020-11-10T07:42:03Z","f283a7b2760ac26e3e4d718da7ab1255e6313f27","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"allenai/ai2thor","https://github.com/allenai/ai2thor","ai2thor","allenai","An open-source platform for Visual AI.","C#","Apache-2.0","Apache License 2.0","true","1801","651","2017-10-17T18:00:39Z","2017-11-03T22:24:05Z","2025-05-29T18:14:02Z","90.8","artificial-intelligence; computer-vision","26","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1801","280","2017-10-17T18:00:39Z","2026-09-22T10:09:44Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","bc77af25e2e08ab9fbe1d7b278c8f897c11409be","2018-05-24T19:41:06Z","282ec66492d7f001888073f4defd17e55e74bb93","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","24f79883b4889e3f0e6f4ae301808b9025872dfc","2025-05-29T18:14:02Z","48df2f0d73b1cae1f8b0603f3e25332fc1706e99","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"autonomio/talos","https://github.com/autonomio/talos","talos","autonomio","Hyperparameter Experiments with TensorFlow and Keras","Python","MIT","MIT License","true","1636","403","2018-05-04T20:36:41Z","2018-05-04T20:36:42Z","2024-04-22T10:30:48Z","71.6","artificial-intelligence; deep-learning","27","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1636","13","2018-05-04T20:36:41Z","2026-09-21T12:22:09Z","MIT","MIT License","","2018-05-24T23:59:59Z","0a56961d8cd11c835c861db4ee1930ad285b3179","2018-05-16T14:05:54Z","8a2b3e38a73b4ba31349dab3c1b50b79d0bf1541","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","9cbbc42a69396aaeaf25d68af51d52e6a575e3d9","2024-04-22T10:30:48Z","0e121b9f55ca2148f49d1cf807b434861c18a85a","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"sepandhaghighi/pycm","https://github.com/sepandhaghighi/pycm","pycm","sepandhaghighi","Multi-class confusion matrix library in Python","Python","MIT","MIT License","true","1507","212","2018-01-22T19:46:54Z","2018-01-21T18:29:45Z","2026-03-09T09:17:17Z","97.52","artificial-intelligence; deep-learning; machine-learning; neural-network","28","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1507","15","2018-01-22T19:46:54Z","2026-09-21T02:58:28Z","MIT","MIT License","","2018-05-24T23:59:59Z","11e2370c839d05fd23c15147cc6b9afb96988a96","2018-05-20T21:48:12Z","cec0cfd10c6a4602b37db91fa27d5c7f11f1b7f3","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","3ef423bb3a7e8fbfdc409cdea236e7b5411e517a","2026-03-09T09:17:17Z","a38e3290869ac02711175e30faf4dee391f58d30","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"DragonComputer/Dragonfire","https://github.com/DragonComputer/Dragonfire","Dragonfire","DragonComputer","the open-source virtual assistant for Ubuntu based Linux distributions","Python","MIT","MIT License","true","1408","102","2016-04-19T23:28:07Z","2015-03-07T11:44:18Z","2020-12-26T12:26:35Z","69.68","artificial-intelligence; machine-learning; nlp","29","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1408","48","2016-04-19T23:28:07Z","2026-09-21T07:18:13Z","MIT","MIT License","","2018-05-24T23:59:59Z","85cf59064fcf10f85500dda36fead43ee3999d1f","2018-05-24T23:39:02Z","1ad4afd26022b7f13e04bf4e68e44ce322d81629","FALSE","README.md; README.rst","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","dd21f8e88d9b6390bd229ff73f89a8c3c137b89c","2020-12-26T12:26:35Z","9aee7756dd47a630fb51ad0a4b9b304fff8802b0","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"HyperGAN/HyperGAN","https://github.com/HyperGAN/HyperGAN","HyperGAN","HyperGAN","Composable GAN framework with api and user interface","Python","MIT","MIT License","true","1183","113","2016-06-24T22:49:56Z","2016-06-24T22:49:57Z","2026-09-22T12:22:53Z","122.92","artificial-intelligence; machine-learning; computer-vision","30","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1183","6","2016-06-24T22:49:56Z","2026-09-22T12:22:58Z","MIT","MIT License","","2018-05-24T23:59:59Z","373960a31000bef3d32b91538080efe43408f3db","2018-05-23T20:46:49Z","4aa4df817de8e1e365ea7e6f8d123b7dbedf62f3","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","291ddccda847e4f4ccb273bb26121a0a0d738164","2021-01-24T21:17:54Z","6ffc0c68d07eaf1bd9eec48cb66abbf631f689c8","FALSE","README.md; SECURITY.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"NVIDIA-AI-IOT/redtail","https://github.com/NVIDIA-AI-IOT/redtail","redtail","NVIDIA-AI-IOT","Perception and AI components for autonomous mobile robotics.","C++","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","true","1048","141","2017-09-07T16:34:37Z","2017-09-07T16:38:31Z","2020-11-17T18:29:40Z","38.34","artificial-intelligence; deep-learning; computer-vision","31","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","1048","48","2017-09-07T16:34:37Z","2026-09-19T01:03:14Z","BSD-3-Clause","BSD 3-Clause ""New"" or ""Revised"" License","","2018-05-24T23:59:59Z","6a0dcc2dcb5ce193823cea1909fc8327089e4fb4","2018-05-16T23:48:18Z","8c374da3f7c47fe4b008a80913aca27d71630a9e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","b328b1f6110e110efeaa0d94fd208d1903732954","2020-11-17T18:29:40Z","5a78e4d2f7d24a6a8c34ab97341683d6a3b7714e","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"esa/pagmo2","https://github.com/esa/pagmo2","pagmo2","esa","A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous generalized island model.","C++","GPL-3.0","GNU General Public License v3.0","true","936","253","2017-01-08T21:53:43Z","2015-07-09T13:27:32Z","2026-05-23T12:26:03Z","130.45","artificial-intelligence","32","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","936","63","2017-01-08T21:53:43Z","2026-09-15T08:59:12Z","GPL-3.0","GNU General Public License v3.0","","2018-05-24T23:59:59Z","a498cb4e7804a78b7c9c92a86e319acd2749a611","2018-05-05T13:04:59Z","e818380520295c844d44956f1d16881fd13f34ff","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","4aead6ca38d3c0157166d6f1f0070c4312574f94","2026-05-23T12:26:03Z","28d8c12f33792c58864ba732f71f38a0be3f1a3a","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"jenetics/jenetics","https://github.com/jenetics/jenetics","jenetics","jenetics","Jenetics - Genetic Algorithm, Genetic Programming, Grammatical Evolution, Evolutionary Algorithm, and Multi-objective Optimization","Java","Apache-2.0","Apache License 2.0","true","909","528","2013-12-21T21:24:50Z","2008-03-25T18:31:59Z","2026-09-03T09:29:49Z","221.28","artificial-intelligence; machine-learning","33","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","909","30","2013-12-21T21:24:50Z","2026-09-22T15:02:49Z","Apache-2.0","Apache License 2.0","","2018-05-24T23:59:59Z","e8e67db432368b98521748803edb98c5bfe0fa04","2018-05-24T19:07:05Z","398308d592525825a32d83eb5d2ae8000f685040","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","2c6f59c30cd0e9ec96d00366da8500dc35b8772b","2026-06-08T18:36:19Z","a7d269fd1485546b624c24a1059b0679e7d56ba1","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Menções isoladas a privacy/GDPR sem contexto semântico suficiente foram classificadas como 0.","","par completo processado"
"MycroftAI/enclosure-picroft","https://github.com/MycroftAI/enclosure-picroft","enclosure-picroft","MycroftAI","Mycroft interface for Raspberry Pi environment","Shell","LGPL-3.0","GNU Lesser General Public License v3.0","true","816","102","2017-01-15T06:28:08Z","2017-01-15T06:28:08Z","2022-12-07T04:45:38Z","70.69","artificial-intelligence; machine-learning","34","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","816","24","2017-01-15T06:28:08Z","2026-09-04T13:20:06Z","LGPL-3.0","GNU Lesser General Public License v3.0","","2018-05-24T23:59:59Z","05e107cf66de1396ac62ef9cafef1c216aa0bd22","2018-03-23T23:41:40Z","341a6ad3ae8bb95b35f4a7d0ad84a9dba24215fa","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","eb47610df974dd223212a1ba5f782ff1b491b777","2022-12-07T04:45:38Z","faccef40a16f0b2492db319f3765460574d4c0c7","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","par completo processado"
"ls1intum/Artemis","https://github.com/ls1intum/Artemis","Artemis","ls1intum","Artemis - Interactive Learning with Automated Feedback","Java","MIT","MIT License","true","809","3669","2016-09-29T11:46:05Z","2016-06-09T11:31:41Z","2026-09-22T09:16:00Z","123.42","artificial-intelligence","35","ac77dbe70022b479af11f38dbc689b7e6691863f03f9c58a94ae8d9285243bf2","200","TRUE","public","FALSE","FALSE","FALSE","809","482","2016-09-29T11:46:05Z","2026-09-22T09:16:07Z","MIT","MIT License","","2018-05-24T23:59:59Z","dbdbf77dcd21268890a3bc41f389611bbc213b63","2018-05-20T14:35:22Z","91b52e0f4151d7c00ae7d348b9283e2bba1a3f8a","FALSE","README.md","0","0","0","0","0","0","0","0","0","","","","","","","","","Nenhuma evidência semântica suficiente encontrada nos documentos candidatos.","","2026-06-30T23:59:59Z","bdf6352b6bf8d7dd13533570de148b620a207e95","2026-06-30T19:32:41Z","6730f31e7b269cf697eb15bb5d724ced91fa7e59","FALSE","README.md; SECURITY.md; src/main/webapp/app/admin/legal/legal-document-update.component.html","1","1","0","0","0","0","0","1","2","sha=bdf6352b6bf8d7dd13533570de148b620a207e95; file=SECURITY.md; text=### Data Protection, Privacy, and Data Minimization Artemis follows strict data minimization and data economy principles : - Authentication credentials are not stored unless strictly required - Personal data access is restricted based on role and course context - Privileged access to personal or assessment-related data is explicitly controlled","sha=bdf6352b6bf8d7dd13533570de148b620a207e95; file=SECURITY.md; text=### Data Protection, Privacy, and Data Minimization Artemis follows strict data minimization and data economy principles : - Authentication credentials are not stored unless strictly required - Personal data access is restricted based on role and course context - Privileged access to personal or assessment-related data is explicitly controlled","","","","","","sha=bdf6352b6bf8d7dd13533570de148b620a207e95; file=SECURITY.md; text=Artemis follows strict data minimization and data economy principles : - Authentication credentials are not stored unless strictly required - Personal data access is restricted based on role and course context - Privileged access to personal or assessment-related data is explicitly controlled Data protection considerations and data minimization are part of the regular review and development process .","Classificação semantic-conservative-2026-09-c1-c4 por evidência textual contextualizada.","","par completo processado"
